TIMESTAMP	TRIAL	CUSTOMER_TYPE	CUSTOMER_X	CUSTOMER_Y	SHOPKEEPER_X	SHOPKEEPER_Y	CUSTOMER_SPEAKING	CUSTOMER_SPEECH	ACTUAL CUSTOMER SPEECH	CUSTOMER_SPEECH_DURATION	SHOPKEEPER_SPEAKING	SHOPKEEPER_SPEECH	ACTUAL SHOPKEEPER SPEECH	SHOPKEEPER_SPEECH_DURATION
1435218436	132	NOVICE	7562	6243	1855	3356	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218437	132	NOVICE	6790	5885	1831	3358	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218438	132	NOVICE	6054	5526	1836	3381	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218439	132	NOVICE	5335	5255	1867	3354	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218440	132	NOVICE	4784	5114	1850	3366	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218441	132	NOVICE	4541	4754	1847	3357	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218442	132	NOVICE	4618	3937	1891	3352	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218443	132	NOVICE	4805	3119	1851	3282	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218444	132	NOVICE	5003	2413	1868	3294	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218445	132	NOVICE	5064	1975	1854	3346	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218446	132	NOVICE	5073	1839	2108	3835	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218447	132	NOVICE	5036	1854	2980	3656	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218448	132	NOVICE	5023	1854	3299	3031	SILENCE	NONE	NONE	0	SPEAKING	good afternoon how can I help today	good afternoon how can I help today?	3634
1435218449	132	NOVICE	5081	1881	3737	2493	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218450	132	NOVICE	5248	2044	4229	2233	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218451	132	NOVICE	5195	2177	4200	2073	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218452	132	NOVICE	5167	2162	4215	2127	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218453	132	NOVICE	5178	2147	4195	2088	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218454	132	NOVICE	5185	2144	4145	2084	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218455	132	NOVICE	5139	2095	4145	2079	SPEAKING	hi the how many colors do you have for this model	hi the how many colors do you have for this model	6000	SILENCE	NONE	NONE	0
1435218456	132	NOVICE	5131	1785	4218	2039	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218457	132	NOVICE	5128	1840	4243	1984	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218458	132	NOVICE	5133	1869	4284	2044	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218459	132	NOVICE	5117	1838	4305	2026	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218460	132	NOVICE	5122	1941	4269	2032	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218461	132	NOVICE	5153	2148	4264	2029	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218462	132	NOVICE	5166	2168	4296	2087	SILENCE	NONE	NONE	0	SPEAKING	this only comes in black dude what were you looking for in a camera	this only comes in black, what were you looking for in a camera?	5573
1435218463	132	NOVICE	5156	2177	4240	2094	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218464	132	NOVICE	5162	2172	4235	2038	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218465	132	NOVICE	5157	2161	4163	2016	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218466	132	NOVICE	5136	2102	4160	2034	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218467	132	NOVICE	5123	1960	4156	1976	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218468	132	NOVICE	5139	1871	4158	1948	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218469	132	NOVICE	5116	1883	4191	1974	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218470	132	NOVICE	5127	1868	4210	1979	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218471	132	NOVICE	5135	1842	4211	2046	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218472	132	NOVICE	5129	1869	4244	2098	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218473	132	NOVICE	5134	1878	4206	2098	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218474	132	NOVICE	5162	1827	4182	2001	SPEAKING	1 something that's light and attractive	I want something that's light and attractive	4000	SILENCE	NONE	NONE	0
1435218475	132	NOVICE	5154	1838	4185	1990	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218476	132	NOVICE	5142	1875	4180	1984	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218477	132	NOVICE	5134	1844	4222	1949	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218478	132	NOVICE	5106	1846	4214	1974	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218479	132	NOVICE	5187	2024	4188	1999	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218480	132	NOVICE	5220	2157	4197	2015	SILENCE	NONE	NONE	0	SPEAKING	I see what sort of pictures do you like to take	I see, what sort of pictures do you like to take?	3784
1435218481	132	NOVICE	5208	2158	4137	2028	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218482	132	NOVICE	5179	2150	4218	2150	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218483	132	NOVICE	5213	2169	4184	2128	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218484	132	NOVICE	5204	2182	4170	2139	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218485	132	NOVICE	5201	2174	4202	2191	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218486	132	NOVICE	5183	2152	4205	2198	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218487	132	NOVICE	5165	1948	4239	2183	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218488	132	NOVICE	5170	1843	4229	2188	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218489	132	NOVICE	5196	1849	4230	2175	SPEAKING	4 family vacation for example so good lighting and loss of motion I guess	uh for family vacation for example so good lighting and lots of motion I guess	12000	SILENCE	NONE	NONE	0
1435218490	132	NOVICE	5194	1832	4219	2135	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218491	132	NOVICE	5182	1849	4186	2075	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218492	132	NOVICE	5159	1848	4169	2070	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218493	132	NOVICE	5180	1883	4158	2058	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218494	132	NOVICE	5159	1860	4191	2067	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218495	132	NOVICE	5160	1862	4157	2083	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218496	132	NOVICE	5147	1840	4179	2078	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218497	132	NOVICE	5171	1864	4179	2094	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218498	132	NOVICE	5191	1835	4150	2064	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218499	132	NOVICE	5139	1864	4161	2069	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218500	132	NOVICE	5156	1841	4164	2102	SILENCE	NONE	NONE	0	SPEAKING	your family likes to travel a lot	your family likes to travel a lot?	3132
1435218501	132	NOVICE	5143	1841	4202	2146	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218502	132	NOVICE	5123	1853	4224	2178	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218503	132	NOVICE	5144	1844	4223	2165	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218504	132	NOVICE	5147	1846	4233	2168	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218505	132	NOVICE	5148	1836	4220	2138	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218506	132	NOVICE	5170	1808	4235	2140	SPEAKING	do	yes they do	2000	SILENCE	NONE	NONE	0
1435218507	132	NOVICE	5144	1791	4256	2142	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218508	132	NOVICE	5222	2046	4171	2040	SILENCE	NONE	NONE	0	SPEAKING	we have a very lightweight camera that also looks very stylish and it has a lot of presets and its various views please come and have a look at this one here	we have a very lightweight camera that also looks very stylish and it has a lot of presets and its various views, please come and have a look at this one here	9060
1435218509	132	NOVICE	5248	2160	4223	2063	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218510	132	NOVICE	5231	2125	4241	2221	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218511	132	NOVICE	5263	2142	4256	2257	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218512	132	NOVICE	5265	2106	4247	2306	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218513	132	NOVICE	5280	2116	4363	2212	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218514	132	NOVICE	5302	2121	4402	2179	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218515	132	NOVICE	5321	2157	4404	2237	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218516	132	NOVICE	5247	2059	4454	2365	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218517	132	NOVICE	5255	2454	4273	2933	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218518	132	NOVICE	5102	3243	3974	3599	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218519	132	NOVICE	4911	4147	3687	4416	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218520	132	NOVICE	4656	4861	3612	5047	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218521	132	NOVICE	4422	5345	0	0	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218522	132	NOVICE	4353	5498	0	0	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218523	132	NOVICE	4288	5496	0	0	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218524	132	NOVICE	4328	5522	0	0	SILENCE	NONE	NONE	0	SPEAKING	you might like to hold it	you might like to hold it	3429
1435218525	132	NOVICE	4305	5489	0	0	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218526	132	NOVICE	4342	5543	0	0	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218527	132	NOVICE	4420	5550	3596	5355	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218528	132	NOVICE	4373	5583	3487	5377	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218529	132	NOVICE	4374	5430	3505	5316	SPEAKING	IC	I see	2000	SILENCE	NONE	NONE	0
1435218530	132	NOVICE	4450	5408	3606	5220	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218531	132	NOVICE	4461	5429	3519	5249	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218532	132	NOVICE	4469	5408	3564	5214	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218533	132	NOVICE	4494	5417	3508	5204	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218534	132	NOVICE	4442	5430	3481	5226	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218535	132	NOVICE	4472	5444	3504	5220	SILENCE	NONE	NONE	0	SPEAKING	it's very lightweight and it has 18 preset mode so wherever you go you don't have to think too much about the exposure you can wear at the beach where the snow and you get a great picture every time	it's very  lightweight and it has 18 preset mode, so wherever you go, you don't have to think too much about the exposure, you can say we are at the beach, we are at the snow, and you get a great picture every time	10833
1435218536	132	NOVICE	4473	5442	3549	5222	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218537	132	NOVICE	4477	5457	3569	5200	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218538	132	NOVICE	4487	5442	3506	5239	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218539	132	NOVICE	4486	5427	3563	5199	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218540	132	NOVICE	4466	5426	3513	5232	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218541	132	NOVICE	4468	5408	3508	5266	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218542	132	NOVICE	4445	5427	3535	5203	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218543	132	NOVICE	4454	5419	3513	5239	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218544	132	NOVICE	4469	5424	3486	5208	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218545	132	NOVICE	4480	5412	3549	5198	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218546	132	NOVICE	4494	5447	3549	5241	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218547	132	NOVICE	4502	5434	3535	5176	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218548	132	NOVICE	4484	5489	3532	5248	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218549	132	NOVICE	4474	5353	3503	5240	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218550	132	NOVICE	4440	5211	3489	5239	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218551	132	NOVICE	4440	5170	3475	5246	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218552	132	NOVICE	4427	5154	3454	5254	SPEAKING	that sounds great how much does this cost	that sounds great how much does this cost	4000	SILENCE	NONE	NONE	0
1435218553	132	NOVICE	4455	5130	3464	5290	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218554	132	NOVICE	4473	5144	3526	5249	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218555	132	NOVICE	4470	5150	3490	5285	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218556	132	NOVICE	4467	5195	3479	5270	SILENCE	NONE	NONE	0	SPEAKING	it's only $68 and it gets very high-resolution photographs to it's right value for the price	it's only $68 and it gets very high-resolution photographs too, it's great value for the price	6479
1435218557	132	NOVICE	4494	5181	3492	5285	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218558	132	NOVICE	4499	5174	3484	5265	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218559	132	NOVICE	4493	5177	3494	5238	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218560	132	NOVICE	4490	5182	3483	5157	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218561	132	NOVICE	4482	5183	3474	5258	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218562	132	NOVICE	4476	5206	3484	5274	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218563	132	NOVICE	4484	5192	3479	5322	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218564	132	NOVICE	4465	5189	3521	5308	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218565	132	NOVICE	4483	5181	3466	5279	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218566	132	NOVICE	4473	5190	3469	5294	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218567	132	NOVICE	4462	5191	3460	5353	SPEAKING	how many megapixels	how many megapixels	3000	SILENCE	NONE	NONE	0
1435218568	132	NOVICE	4497	5224	3447	5356	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218569	132	NOVICE	4476	5213	3465	5302	SILENCE	NONE	NONE	0	SPEAKING	20.1 megapixels	20.1 megapixels	2946
1435218570	132	NOVICE	4466	5205	3493	5237	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218571	132	NOVICE	4482	5214	3487	5244	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218572	132	NOVICE	4471	5198	3511	5227	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218573	132	NOVICE	4465	5182	3486	5259	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218574	132	NOVICE	4478	5180	3455	5269	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218575	132	NOVICE	4443	5181	3479	5290	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218576	132	NOVICE	4452	5159	3452	5271	SPEAKING	that's great thank you for your help	that's great thank you for your help	5000	SILENCE	NONE	NONE	0
1435218577	132	NOVICE	4441	5149	3464	5309	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218578	132	NOVICE	4413	5375	3478	5286	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218579	132	NOVICE	4324	5560	3498	5295	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218580	132	NOVICE	4280	5596	3488	5290	SILENCE	NONE	NONE	0	SPEAKING	is there anything else I can help you with today	is there anything else I can help you with today?	4082
1435218581	132	NOVICE	4271	5559	0	0	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218582	132	NOVICE	4231	5534	3417	5319	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218583	132	NOVICE	4296	5561	3412	5322	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218584	132	NOVICE	4370	5520	3410	5325	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218585	132	NOVICE	4484	5196	3409	5312	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218586	132	NOVICE	4532	5184	3430	5340	SPEAKING	Tempe all thank you	that will be all thank you	3000	SILENCE	NONE	NONE	0
1435218587	132	NOVICE	4450	5144	3557	5261	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218588	132	NOVICE	4552	5241	3512	5301	SILENCE	NONE	NONE	0	SPEAKING	thanks for your time please have a good afternoon	thanks for your time please have a good afternoon	3419
1435218589	132	NOVICE	4671	5353	3534	5312	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218590	132	NOVICE	4753	5178	3612	5347	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218591	132	NOVICE	4875	4875	3797	5164	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218592	132	NOVICE	4985	4647	4031	5085	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218593	132	NOVICE	5270	4253	4564	5189	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218594	132	NOVICE	5818	3575	5278	5177	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218595	132	NOVICE	6621	3055	5447	5112	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218596	132	NOVICE	7371	2564	5521	5030	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218597	132	NOVICE	8349	2170	5103	4700	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218642	133	ADVANCED	6405	3233	1784	3263	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218643	133	ADVANCED	5785	3077	1739	3315	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218644	133	ADVANCED	5302	2656	1749	3334	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218645	133	ADVANCED	4782	2263	1743	3314	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218646	133	ADVANCED	4505	1966	1743	3211	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218647	133	ADVANCED	4401	1951	1849	3161	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218648	133	ADVANCED	4527	2059	1834	3173	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218649	133	ADVANCED	4758	2316	1848	3203	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218650	133	ADVANCED	5267	2811	1829	3270	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218651	133	ADVANCED	5249	3626	1757	3285	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218652	133	ADVANCED	5013	4332	1765	3259	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218653	133	ADVANCED	4594	4892	1758	3269	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218654	133	ADVANCED	4313	5271	1760	3316	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218655	133	ADVANCED	4220	5513	1755	3257	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218656	133	ADVANCED	4348	5390	1746	3291	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218657	133	ADVANCED	4534	4749	1783	3324	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218658	133	ADVANCED	4717	3866	1767	3305	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218659	133	ADVANCED	4821	3103	1754	3326	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218660	133	ADVANCED	5150	2446	1776	3316	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218661	133	ADVANCED	4985	2032	1800	3303	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218662	133	ADVANCED	4977	1950	1827	3310	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218663	133	ADVANCED	5006	1980	1929	3436	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218664	133	ADVANCED	5117	1934	2287	3778	SPEAKING	excuse me	excuse me	2000	SILENCE	NONE	NONE	0
1435218665	133	ADVANCED	5252	1935	3002	3650	SILENCE	NONE	NONE	0	SPEAKING	good afternoon how can I help	good afternoon how can I help	2847
1435218666	133	ADVANCED	5340	1999	3411	3242	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218667	133	ADVANCED	5302	2023	4005	2677	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218668	133	ADVANCED	5331	2055	4248	2289	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218669	133	ADVANCED	5301	2062	4355	2212	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218670	133	ADVANCED	5269	1899	4445	2187	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218671	133	ADVANCED	5244	1905	4363	2195	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218672	133	ADVANCED	5202	1940	4368	2215	SPEAKING	how does this camera perform on low lighting	how does this camera perform on low lighting	7000	SILENCE	NONE	NONE	0
1435218673	133	ADVANCED	5188	1927	4402	2193	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218674	133	ADVANCED	5142	1950	4431	2195	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218675	133	ADVANCED	5269	1994	4398	2225	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218676	133	ADVANCED	5390	1961	4412	2253	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218677	133	ADVANCED	5424	1920	4422	2251	SILENCE	NONE	NONE	0	SPEAKING	this is one of the best cameras we have for low light because of 6400 ISO that's very little noise in the picture and it comes through in a very stable way	this is one of the best cameras we have for low light, because of 6400 ISO that's very little noise in the picture and it comes through in a very stable way	9384
1435218678	133	ADVANCED	5403	1930	4453	2278	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218679	133	ADVANCED	5383	1930	4367	2080	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218680	133	ADVANCED	5203	2022	4339	2031	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218681	133	ADVANCED	5243	2002	4370	2004	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218682	133	ADVANCED	5302	1978	4346	2038	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218683	133	ADVANCED	5282	1966	4336	2073	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218684	133	ADVANCED	5290	1963	4348	2078	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218685	133	ADVANCED	5282	1941	4322	2057	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218686	133	ADVANCED	5271	1932	4352	2051	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218687	133	ADVANCED	5273	1925	4373	2079	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
1435218688	133	ADVANCED	5313	1902	4400	2130	SILENCE	NONE	NONE	0	SILENCE	NONE	NONE	0
